iter	Logloss
485	0.4334704273
486	0.4333998755
487	0.4332613935
488	0.433250691
489	0.4331703087
490	0.4330445649
491	0.4328122069
492	0.4327308024
493	0.4327297008
494	0.4325330036
495	0.4323625435
496	0.4321983027
497	0.4321299884
498	0.432036501
499	0.4320209986
500	0.4319743032
501	0.4318017053
502	0.4315301486
503	0.4315217125
504	0.4312609564
505	0.4311383962
506	0.4310934547
507	0.430959102
508	0.4309329054
509	0.4309246476
510	0.4309246471
511	0.430924642
512	0.4308188235
513	0.4306572394
514	0.4305667632
515	0.4305589866
516	0.4305518518
517	0.4304634709
518	0.4303393911
519	0.4303380449
520	0.4302465919
521	0.4301543109
522	0.4300857187
523	0.4300381164
524	0.4298911965
525	0.4298835497
526	0.4298762142
527	0.4298762137
528	0.4297103163
529	0.429595323
530	0.4294967551
531	0.4292545858
532	0.4290598733
533	0.4290589921
534	0.4289801773
535	0.428814838
536	0.428684693
537	0.4285149303
538	0.4285055002
539	0.4282772764
540	0.4281955862
541	0.4281411466
542	0.4280571452
543	0.4280507787
544	0.4279361944
545	0.4277261853
546	0.42760369
547	0.4275572777
548	0.4275560802
549	0.4275453774
550	0.4273985244
551	0.427216084
552	0.4269857087
553	0.4269796453
554	0.4267641006
555	0.4266372307
556	0.4265680701
557	0.4264287935
558	0.4261665994
559	0.4261665968
560	0.4260961315
561	0.4260170459
562	0.4259179978
563	0.4259127282
564	0.4257681777
565	0.425762659
566	0.4256851364
567	0.4256851321
568	0.4255866635
569	0.4255819851
570	0.4255040932
571	0.4252878026
572	0.4252440807
573	0.4252376372
574	0.425226686
575	0.4251187368
576	0.4251135385
577	0.4249601294
578	0.4247291974
579	0.424576407
580	0.4243192187
581	0.4243081486
582	0.4241212715
583	0.4240533362
584	0.4237889536
585	0.4237729297
586	0.4237354648
587	0.4235359271
588	0.4233874462
589	0.4232763018
590	0.4230484143
591	0.4229185126
592	0.4228025745
593	0.4227072844
594	0.4227024143
595	0.4225916973
596	0.4223283668
597	0.4223237194
598	0.4221918614
599	0.4221872289
600	0.4221258307
601	0.4219669141
602	0.421962684
603	0.4218501921
604	0.4216353576
605	0.4215438927
606	0.4213173945
607	0.4212133041
608	0.4209981957
609	0.4209782365
610	0.4209741805
611	0.4208205631
612	0.4205761193
613	0.4205722001
614	0.4202540377
615	0.4201548555
616	0.4201537808
617	0.4201502128
618	0.4200913389
619	0.4199004793
620	0.419899701
621	0.4196856458
622	0.4196054333
623	0.4195895303
624	0.4195888288
625	0.4193607262
626	0.4192608474
627	0.419130044
628	0.4191121349
629	0.4190409061
630	0.4190373769
631	0.4188628445
632	0.418768276
633	0.4187579009
634	0.4187573021
635	0.4185246009
636	0.4183928672
637	0.4182516259
638	0.4182479352
639	0.4181437506
640	0.4180143087
641	0.4179578531
642	0.4178074786
643	0.4176591169
644	0.4176582737
645	0.4174221696
646	0.4173705977
647	0.4172731908
648	0.4172227941
649	0.4170829851
650	0.4170248655
651	0.4169177233
652	0.4167017402
653	0.416698632
654	0.4165696915
655	0.4164073017
656	0.416335194
657	0.4163192626
658	0.4161367031
659	0.4159755455
660	0.4158347716
661	0.4158029027
662	0.4157992733
663	0.4156063874
664	0.4155019831
665	0.4153608671
666	0.4151510544
667	0.4151475023
668	0.4150645657
669	0.414982299
670	0.414914467
671	0.414872204
672	0.4148694975
673	0.4147547567
674	0.4146836345
675	0.4146802767
676	0.4145797266
677	0.4144590238
678	0.4142581554
679	0.4142553938
680	0.414063719
681	0.41386132
682	0.4137731132
683	0.41364694
684	0.4134707903
685	0.4134463443
686	0.4133061014
687	0.4132863217
688	0.4130880934
689	0.4129561145
690	0.4128893766
691	0.4128075745
692	0.4126427818
693	0.4125534578
694	0.4124175698
695	0.412357134
696	0.4122057911
697	0.4120470913
698	0.4119173979
699	0.4117824124
700	0.4117159906
701	0.4116063084
702	0.4115679008
703	0.4115527001
704	0.4113950472
705	0.4111568706
706	0.411052657
707	0.4108553373
708	0.4108313518
709	0.4106752741
710	0.4104833461
711	0.4102959387
712	0.4102812914
713	0.410188191
714	0.4101818657
715	0.4100859333
716	0.4099547763
717	0.4097954311
718	0.4096140635
719	0.4095129972
720	0.4094809953
721	0.4093314032
722	0.4091650559
723	0.4090796208
724	0.4089727482
725	0.4089062198
726	0.4088934789
727	0.4087829626
728	0.4087799336
729	0.4086784399
730	0.4085572349
731	0.408554342
732	0.408551209
733	0.4083307085
734	0.4081227166
735	0.4079604749
736	0.4079299276
737	0.40780294
738	0.4077191421
739	0.4076372705
740	0.4075470888
741	0.4073147412
742	0.407312015
743	0.407131551
744	0.4069296072
745	0.4067037204
746	0.406506507
747	0.4064326599
748	0.406400375
749	0.406305943
750	0.4062327443
751	0.4060639591
752	0.4060414819
753	0.4059659604
754	0.4057394821
755	0.4055648641
756	0.4054034509
757	0.4053610559
758	0.4051945419
759	0.4050419186
760	0.4049196553
761	0.4048613984
762	0.404853816
763	0.4048365674
764	0.4047510801
765	0.4046177913
766	0.4046053539
767	0.404602953
768	0.4046008503
769	0.4044796289
770	0.4044351122
771	0.4044300391
772	0.4043336255
773	0.4043196985
774	0.4042718312
775	0.4042013623
776	0.4040515874
777	0.4039154293
778	0.4037972782
779	0.403790071
780	0.4036105492
781	0.4035204038
782	0.4033755861
783	0.4032958883
784	0.4031768666
785	0.4031101091
786	0.4031074142
787	0.4031053974
788	0.4029189639
789	0.4028340611
790	0.4028051021
791	0.4028025078
792	0.4026405535
793	0.4025405393
794	0.4023886179
795	0.4023179239
796	0.4021112069
797	0.4018941609
798	0.4018559618
799	0.4017096374
800	0.4015270094
801	0.4013769041
802	0.4012449202
803	0.4011442307
804	0.4010048362
805	0.4008531806
806	0.4006124924
807	0.4005097486
808	0.4003329383
809	0.4003288027
810	0.4002487075
811	0.4001375756
812	0.3999575188
813	0.3999554034
814	0.3999274096
815	0.3999167163
816	0.3999046426
817	0.3999021801
818	0.3998229509
819	0.3996791128
820	0.3994772389
821	0.3994429
822	0.3992720809
823	0.3992446931
824	0.3991505558
825	0.3989810855
826	0.398978723
827	0.398935491
828	0.3987790962
829	0.3986171064
830	0.3984782215
831	0.3983282844
832	0.3982445407
833	0.3982115146
834	0.3982092506
835	0.3980789279
836	0.3980111255
837	0.3979096732
838	0.3977620616
839	0.39768969
840	0.3976180409
841	0.39754878
842	0.3975180933
843	0.3974534601
844	0.3973599657
845	0.3971856291
846	0.3971329571
847	0.3970420814
848	0.3968381671
849	0.3968359012
850	0.3966847387
851	0.3966737843
852	0.3965361843
853	0.3964298891
854	0.3964277113
855	0.3962741
856	0.3962080416
857	0.3960720548
858	0.3959135793
859	0.3959028886
860	0.3956373112
861	0.3954758646
862	0.395329332
863	0.3952928628
864	0.3951775428
865	0.395046409
866	0.3949177104
867	0.3948709253
868	0.3947990075
869	0.3946881816
870	0.3946086642
871	0.3944507829
872	0.3943589533
873	0.3942745818
874	0.3942357319
875	0.3941689228
876	0.3939908761
877	0.3939033739
878	0.3938403422
879	0.393838195
880	0.3937196586
881	0.3936036874
882	0.3934738499
883	0.3933620735
884	0.3933599634
885	0.3932228036
886	0.3932214575
887	0.3931344495
888	0.3930074112
889	0.3930053817
890	0.39286362
891	0.3928616581
892	0.3927619163
893	0.3926630639
894	0.3925356039
895	0.3925320586
896	0.3922858263
897	0.3921298314
898	0.3921199024
899	0.3920247781
900	0.3918374034
901	0.391741383
902	0.3916689234
903	0.3915475961
904	0.39150731
905	0.3912947362
906	0.3912057976
907	0.3911517831
908	0.3911360126
909	0.3911216477
910	0.3910147161
911	0.3907684331
912	0.390672858
913	0.3906383413
914	0.3905048684
915	0.390424342
916	0.3902218586
917	0.3902128377
918	0.3901508696
919	0.3901270326
920	0.3899653142
921	0.3899401091
922	0.389861455
923	0.3896716851
924	0.3896385676
925	0.3896092261
926	0.3895504648
927	0.3894423015
928	0.3893279926
929	0.3891632954
930	0.3890363406
931	0.3890350306
932	0.3889852669
933	0.3889738176
934	0.3889469565
935	0.3888149928
936	0.3885838515
937	0.3884904516
938	0.3883951509
939	0.3882457207
940	0.3881897793
941	0.3880706498
942	0.3879518568
943	0.3877955573
944	0.387649116
945	0.3875860158
946	0.3875078167
947	0.3873745591
948	0.3872945822
949	0.3871777252
950	0.3871001525
951	0.3869644824
952	0.3868165974
953	0.3867810089
954	0.3866959073
955	0.3866945929
956	0.386621938
957	0.3864411056
958	0.3863497996
959	0.3862132913
960	0.3861698625
961	0.3860600273
962	0.3860234926
963	0.3860223836
964	0.3859273183
965	0.3857317593
966	0.3855901318
967	0.3855706397
968	0.3854747956
969	0.3853290002
970	0.3851799251
971	0.3851006568
972	0.3850241378
973	0.3850216262
974	0.3850126189
975	0.3849012272
976	0.3848258363
977	0.3847241032
978	0.3846294752
979	0.3845071493
980	0.3843985317
981	0.3843244295
982	0.3842628468
983	0.3840970054
984	0.3840550837
985	0.3838961727
986	0.3837535941
987	0.3837255568
988	0.3836385682
989	0.3835099895
990	0.3834237317
991	0.3833310789
992	0.3832743145
993	0.3832029279
994	0.3831913028
995	0.3831900211
996	0.3830703095
997	0.3830470601
998	0.3829175678
999	0.3827967388
